ips_1,ips_2,ips_3,ips_4,ips_5,ips_6,ips_7,jumlah_sks,umur,jumlah_tanggungan,penghasilan_ortu,ipk_rata_rata,ips_trend,ips_std,sks_ratio,jenis_kelamin_Perempuan,asal_sekolah_SMA,asal_sekolah_SMK,organisasi_Ya,beasiswa_Ya
-1.4968458293664668,-0.9509893133189395,-0.12855945939367516,0.9362618979239826,-1.4910700624162518,0.23644133612820128,1.0030353598645925,1.002015487764012,-0.4507616676309669,0.3061900512933888,-1.4011824638477963,-0.7186104523792265,1.8229516805718928,0.32033456713939445,1.001918721650403,0.995012437733208,-0.7378357164040952,-0.693888666488711,-0.9704367948586523,-0.9655916060936187
-0.5764798559072077,-0.9169758062406788,-0.5399027187952202,0.7268301102718605,0.020996034072365652,0.9825393686948901,-1.4228170471150374,1.2425335645526303,1.0080139557702188,-1.4518389513480778,1.3306111293566805,-0.6575430674309175,-0.6176870930627366,-0.5866375546292719,1.2423847069708558,0.995012437733208,-0.7378357164040952,1.4411533842457842,1.0304638130973318,-0.9655916060936187
-0.2543517651964673,-1.2911243841015474,-1.538879205913258,0.06362944937347455,-0.8932764893858681,1.0399315250461743,-1.146890706984653,-1.574963906399757,0.1327485817295074,-0.8658292838009223,-0.490584599446304,-1.5124864567072418,-0.6512353923566835,-0.40178055197814583,-1.5749266519070413,-1.0050125627355517,1.3553152521181606,-0.693888666488711,1.0304638130973318,1.0356345205252804
-0.8986079466179484,1.1124967827622143,-1.1510412756203727,-0.8090029991770336,-1.7723846850187854,-1.0032292410595278,0.14076554695714114,-0.26929434669011404,-1.3260270416716784,1.4782093863877,-0.490584599446304,-1.6346212266038598,0.757793177989082,-0.06836777076146255,-0.269186455897422,0.995012437733208,-0.7378357164040952,1.4411533842457842,-0.9704367948586523,-0.9655916060936187
1.540361883049088,0.03540239195062316,1.7401142047447717,1.73908375059045,-0.6119618667833346,-0.9802723785190146,0.17525633947343897,0.5896987846978089,-1.6177821663519154,0.8921997188405443,-1.4011824638477963,1.3576806358632776,-0.9951054601196381,0.7336100413443284,0.5897620019550595,-1.0050125627355517,1.3553152521181606,-0.693888666488711,1.0304638130973318,1.0356345205252804
-1.4738366800299854,-0.690219092385607,0.0007198507039531138,-0.8788135950610743,-0.5416332111327015,-0.9802723785190146,0.18675327031220526,-0.6472513245008001,-1.6177821663519154,-0.2798196162537668,0.42001326495518826,-1.6651549190780144,1.2106952184573636,-1.9169377972727226,-0.6472029431089982,0.995012437733208,-0.7378357164040952,-0.693888666488711,-0.9704367948586523,1.0356345205252804
-0.5994890052436892,-0.1460029791334345,-0.011032813850376492,0.6919248123298404,-1.5613987180668853,0.02982957326357954,-0.1466577240120093,1.448691916085732,0.42450370640974455,0.8921997188405443,0.42001326495518826,-0.6575430674309175,0.3300523619912603,-1.5064547249205245,1.448710459807541,0.995012437733208,-0.7378357164040952,1.4411533842457842,1.0304638130973318,-0.9655916060936187
0.010253452173069675,-0.9509893133189395,-1.5976425286849074,0.4359526274216911,0.18509623059051036,-0.25713120849283927,1.4169248700601689,1.1394543887860795,-1.6177821663519154,-0.2798196162537668,0.42001326495518826,-0.2911387577410636,1.0261795723406562,-0.08847306410116232,1.1394692235415267,0.995012437733208,1.3553152521181606,-0.693888666488711,-0.9704367948586523,1.0356345205252804
-1.0136536933003557,1.395942675081054,-1.3978472312612997,0.6337493157598068,0.4312465253677272,-0.3030449335738658,-1.6527556638903576,1.2768932898081473,-1.6177821663519154,1.4782093863877,1.3306111293566805,-0.7186104523792265,-0.4667197462399761,0.8196160184085983,1.27701972543265,0.995012437733208,-0.7378357164040952,-0.693888666488711,-0.9704367948586523,1.0356345205252804
-1.6349007253853556,1.3279156609245328,1.4227922617778657,0.750100308899874,-0.9987694728618183,-1.1180135537620954,0.14076554695714114,-0.30365407194563093,0.7162588310899817,0.8921997188405443,-0.490584599446304,-0.0468692179478277,1.2945659666922307,1.2892980100388003,-0.30382147435921564,-1.0050125627355517,1.3553152521181606,-0.693888666488711,1.0304638130973318,-0.9655916060936187
0.7695553802769586,-0.24804350036821668,-1.1745466047290325,0.29633143565361025,-0.6940119650424069,-1.198362572653893,-0.15815465485077557,0.3835404331647074,1.0080139557702188,0.3061900512933888,0.42001326495518826,-0.9018126072241521,-0.6763966168271436,-1.2149279714948815,0.3834362491183743,0.995012437733208,-0.7378357164040952,1.4411533842457842,-0.9704367948586523,1.0356345205252804
0.7810599549451995,0.6816590264375778,1.5285662427668343,-0.9137188930030946,1.1462545244825004,-0.21121748341181223,-0.3995902024648619,0.555339059442292,-1.6177821663519154,-0.8658292838009223,-1.4011824638477963,0.9912763261734236,-0.8609122629438509,-0.342581632700142,0.5551269834932658,-1.0050125627355517,1.3553152521181606,-0.693888666488711,-0.9704367948586523,1.0356345205252804
